Amount (USD),Date of Transaction,Person Involved,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Country_China,Country_India,Country_Russia,Country_Singapore,Country_South Africa,Country_Switzerland,Country_UAE,Country_UK,Country_USA,Transaction Type_Cryptocurrency,Transaction Type_Offshore Transfer,Transaction Type_Property Purchase,Transaction Type_Stocks Transfer,Industry_Casinos,Industry_Construction,Industry_Finance,Industry_Luxury Goods,Industry_Oil & Gas,Industry_Real Estate,Destination Country_China,Destination Country_India,Destination Country_Russia,Destination Country_Singapore,Destination Country_South Africa,Destination Country_Switzerland,Destination Country_UAE,Destination Country_UK,Destination Country_USA,Tax Haven Country_Cayman Islands,Tax Haven Country_Luxembourg,Tax Haven Country_Panama,Tax Haven Country_Singapore,Tax Haven Country_Switzerland,Person Involved_freq,Financial Institution_freq
3370300.3498583133,1357038000.0,5685,False,1,9,1,170,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,21
729587.772546365,1357041600.0,3831,False,0,5,7,101,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,28
2973516.598392909,1357045200.0,1579,False,0,6,3,186,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2,20
3669888.1917355703,1357048800.0,4780,False,1,1,5,72,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,4,30
3740050.644812054,1357052400.0,3205,True,0,3,6,125,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,26
3865495.571493546,1357056000.0,5240,True,0,6,1,236,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2,15
2168678.3728701635,1357059600.0,3012,False,0,9,6,377,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2,22
1486877.066994286,1357063200.0,807,False,0,5,4,445,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,2,17
4311216.028737357,1357066800.0,5134,False,1,6,5,264,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,19
4207602.797465758,1357070400.0,2144,False,0,4,5,344,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,22
2669181.104456691,1357074000.0,3755,True,0,1,7,312,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,5,14
970553.3624485512,1357077600.0,6152,False,1,3,2,413,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,3,21
2556050.5253292676,1357081200.0,2817,False,0,8,5,434,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2,23
1001673.6060022984,1357084800.0,3440,False,0,10,1,122,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,2,20
4386548.957057511,1357088400.0,624,False,0,4,9,340,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2,21
870064.0870106575,1357092000.0,2626,False,1,2,8,208,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2,28
2998826.877435446,1357095600.0,2932,False,1,6,4,249,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1,21
3747602.560696899,1357099200.0,426,False,0,9,7,185,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,31
1930397.271175398,1357102800.0,4858,False,0,9,9,402,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,24
1452528.1141470782,1357106400.0,5407,False,0,1,8,311,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1,26
3292071.134376176,1357110000.0,3342,False,1,2,3,438,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1,15
4291183.2300678175,1357113600.0,6100,False,0,9,7,16,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,21
4862728.176042312,1357117200.0,5767,False,1,8,9,40,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,17
2332844.8368636505,1357120800.0,6215,False,1,9,8,270,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,22
4907863.466723716,1357124400.0,5170,True,1,7,9,206,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,5,17
4071726.4202766847,1357128000.0,2539,False,0,4,6,323,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2,19
3260776.7681831745,1357131600.0,1877,False,1,4,6,271,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,14
45712.45443489974,1357135200.0,2679,False,0,1,8,21,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,20
576321.7384792406,1357138800.0,5331,False,0,2,5,111,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2,21
2854182.861679877,1357142400.0,3710,False,0,5,7,218,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1,24
3746204.255037936,1357146000.0,1349,False,0,7,2,371,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,21
292201.8750974349,1357149600.0,2137,False,0,10,1,389,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,21
2264995.4809810887,1357153200.0,1072,False,0,5,0,164,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2,22
4688572.21488847,1357156800.0,5919,False,1,9,6,101,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,28
587176.9398665124,1357160400.0,2667,False,1,6,3,473,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,13
1724208.6825087771,1357164000.0,771,False,0,7,9,407,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2,20
84887.50304758118,1357167600.0,4489,False,1,3,2,102,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1,22
270522.17629495775,1357171200.0,2698,False,1,1,0,468,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1,17
1473321.8975690813,1357174800.0,926,False,0,8,1,208,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,28
799056.6380165347,1357178400.0,6248,False,0,4,9,469,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,25
964719.8399996272,1357182000.0,1379,False,1,10,2,356,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2,16
917555.3952730652,1357185600.0,2013,False,0,1,2,433,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2,16
1980946.9914259436,1357189200.0,6069,False,0,9,5,89,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,18
3432916.898140647,1357192800.0,5554,False,0,9,7,83,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,30
4295546.671660348,1357196400.0,5336,False,1,9,0,268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,27
1351396.9617012118,1357200000.0,3475,True,1,8,9,459,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,22
65964.20043916962,1357203600.0,127,True,1,10,6,222,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,12
813473.9930748636,1357207200.0,2043,False,1,4,0,97,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,23
3970617.9319809433,1357210800.0,698,False,0,1,2,13,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,19
1581520.6008291915,1357214400.0,2982,True,1,4,6,421,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2,23
1164391.1219521705,1357218000.0,5769,False,0,7,9,354,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3,14
2177304.122384783,1357221600.0,3754,False,0,10,9,52,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,26
2524958.981476108,1357225200.0,4639,False,0,3,5,264,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2,19
2311265.4908066555,1357228800.0,3549,False,1,5,4,61,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,20
4033119.7397169378,1357232400.0,6239,False,0,2,3,218,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2,24
1904412.4504995933,1357236000.0,6003,False,0,7,0,97,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,23
2075346.001276333,1357239600.0,509,False,0,7,4,89,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2,18
2952314.5495621976,1357243200.0,5945,False,0,4,7,435,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,22
2053475.3677998185,1357246800.0,3451,True,0,9,1,361,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,19
159132.31092934392,1357250400.0,4758,False,0,1,9,52,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,26
4717525.259034962,1357254000.0,2284,True,1,3,1,187,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,21
1070754.7844087004,1357257600.0,1761,False,1,7,6,292,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,25
4342358.351874137,1357261200.0,1788,False,0,3,6,56,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2,19
3372288.164464324,1357264800.0,5983,True,1,1,3,64,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,23
3458156.4344139365,1357268400.0,1304,False,1,4,1,56,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,19
1511361.9477742277,1357272000.0,3471,False,0,5,1,254,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,28
683434.1331475772,1357275600.0,6184,False,0,5,5,298,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,3,20
2794778.4849210083,1357279200.0,4316,False,0,6,8,42,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,26
2442766.0083655803,1357282800.0,3335,False,0,9,3,370,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2,20
4982819.1593042305,1357286400.0,2224,False,0,9,7,153,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3,19
235725.02663009617,1357290000.0,5778,False,1,7,2,141,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,13
4909232.798144015,1357293600.0,2879,False,0,6,0,90,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,18
241596.01444947213,1357297200.0,1243,False,0,8,4,109,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,20
1585310.5472231037,1357300800.0,5608,False,0,1,6,246,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,19
3788729.495297676,1357304400.0,4172,False,1,9,6,403,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1,20
3558410.5212000115,1357308000.0,4571,False,0,10,1,93,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,2,14
3808337.89419509,1357311600.0,2327,False,0,9,6,339,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,15
2599743.9238180085,1357315200.0,1009,False,1,2,1,312,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3,14
2801902.6914760037,1357318800.0,521,False,0,6,7,106,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,17
626582.5149832732,1357322400.0,1155,False,1,7,9,367,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2,23
4173901.170437627,1357326000.0,5870,False,0,9,0,485,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,2,27
2636848.581949823,1357329600.0,4358,True,0,3,9,181,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2,30
2585900.064265159,1357333200.0,5618,False,0,10,8,204,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3,27
305379.7166258775,1357336800.0,6170,False,1,3,2,281,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3,27
1890855.1844464268,1357340400.0,3261,False,0,6,5,192,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,4,21
2212450.5423344662,1357344000.0,2450,False,0,10,0,328,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1,19
2647815.212485611,1357347600.0,2419,False,1,4,3,377,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2,22
3892983.765945813,1357351200.0,1524,True,0,4,3,437,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1,18
1160839.8071097026,1357354800.0,903,False,0,6,7,209,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2,22
3987347.9547394384,1357358400.0,1330,False,0,8,7,266,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2,19
3530304.2141148355,1357362000.0,2651,False,1,2,9,156,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,31
3736809.9094015127,1357365600.0,2494,False,0,5,1,206,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,17
2217803.597263577,1357369200.0,1546,False,0,8,1,309,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,17
316641.4874675102,1357372800.0,2673,False,0,8,3,24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2,34
979848.7292252762,1357376400.0,2803,True,0,8,9,278,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,16
4335717.148329776,1357380000.0,6121,True,0,6,2,347,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,21
3944972.154083673,1357383600.0,3203,False,1,8,9,73,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2,23
869588.7030914702,1357387200.0,3962,False,0,6,5,43,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,2,21
4904774.250429274,1357390800.0,2671,True,0,7,9,68,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1,19
2888191.4146318813,1357394400.0,1449,False,1,6,8,434,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2,23
3599502.6027718494,1357398000.0,1331,True,1,2,9,456,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3,21
2488024.31405234,1357401600.0,706,False,0,10,1,344,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2,22
4546033.568267053,1357405200.0,2767,False,0,10,8,336,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1,26
511746.82881257567,1357408800.0,4007,False,0,5,5,82,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,3,23
4706996.877077932,1357412400.0,166,True,1,9,8,183,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,21
4408358.741333239,1357416000.0,3292,False,0,8,2,127,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,24
640092.1328406113,1357419600.0,6156,False,1,2,1,359,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,15
2173854.2485409887,1357423200.0,3464,False,0,5,6,176,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,24
1701022.3420704436,1357426800.0,5184,False,1,1,6,285,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3,26
2938291.206722741,1357430400.0,105,False,0,8,3,408,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,2,19
89483.03192545587,1357434000.0,3028,False,0,10,4,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,35
3002499.8297716733,1357437600.0,4501,True,0,1,7,399,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2,18
2837646.99791346,1357441200.0,4533,False,0,4,9,130,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1,25
3336075.8494047476,1357444800.0,5523,False,1,7,0,478,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,22
2180248.902259793,1357448400.0,5185,True,0,10,7,150,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4,20
2759018.4367119004,1357452000.0,974,False,0,9,0,178,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,23
313188.6489854198,1357455600.0,823,False,0,9,4,471,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,22
2476294.500136936,1357459200.0,1646,False,0,4,9,28,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2,20
3402633.435319728,1357462800.0,3436,False,1,1,5,148,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2,25
3382689.3442017785,1357466400.0,3392,True,0,5,1,494,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,14
3048535.346231424,1357470000.0,747,False,0,3,4,439,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,12
2267348.554988389,1357473600.0,1865,False,0,5,6,324,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18
